Trailing P/E Ratio,Forward P/E Ratio,Price to Book Ratio,Dividend Yield,Earnings Per Share Trailing,Earnings Per Share Forward,Return on Equity,Debt to Equity Ratio,Free Cash Flow,Revenue Growth,Beta (Volatility),Operating Margin,Gross Margin,Net Profit Margin,Price to Sales Ratio,Current Ratio,Quick Ratio,Interest Coverage Ratio,Dividend Payout Ratio,Return on Assets,Return on Investment,Enterprise Value,Enterprise Value to EBITDA,Price to Free Cash Flow,PEG Ratio,Book Value Per Share,Symbol,Error
19.415955,9.3985615,0.668747,0.031600002,Not Available,7.19,0.03874,Not Available,Not Available,-0.024,1.426,0.24610001,Not Available,0.11524,1.8596609,Not Available,Not Available,Not Available,Not Available,0.00339,Not Available,5557232128,Not Available,Not Available,Not Available,101.907,C,
62.486206,31.1435,19.856455,0.019,Not Available,5.83,0.22041,65.956,Not Available,0.541,1.486,0.51078,0.95264,0.19971001,19.732496,0.934,0.886,Not Available,Not Available,0.100150004,Not Available,162219393024,Not Available,Not Available,Not Available,9.126,BX,
63.927715,28.284035,2.9944835,0.0173,Not Available,7.54,0.04658,23.07,2862019584,-0.248,1.078,0.2178,0.57852,0.17068,10.862984,1.687,1.138,Not Available,Not Available,0.0286,Not Available,111246286848,25.507,Not Available,Not Available,70.877,ADI,
20.036255,15.123994,6.7118716,0.048800003,Not Available,8.81,0.31422,155.425,4099375104,0.056,0.982,0.0922,0.21701,0.062480003,1.2481639,1.145,1.027,Not Available,Not Available,0.07625,Not Available,134287441920,11.183,Not Available,Not Available,19.762,UPS,
18.264517,6.933924,0.9305001,0.0523,Not Available,5.79,0.07332,Not Available,Not Available,0.079,0.822,0.05388,Not Available,0.15716,1.8997666,Not Available,Not Available,Not Available,Not Available,0.00427,Not Available,8555190784,Not Available,Not Available,Not Available,60.849,TD,
29.978853,26.130693,Not Available,0.024400001,Not Available,3.72,Not Available,Not Available,2150099968,-0.032,0.962,0.13262999,0.26838,0.10396,3.1091495,0.755,0.524,Not Available,Not Available,0.10503,Not Available,135390502912,20.208,Not Available,Not Available,-6.572,SBUX,
13.455166,17.653355,4.681876,0.0150999995,Not Available,22.17,0.35481,288.043,3000000000,-0.168,0.935,0.19016,0.34387,0.14698,1.929649,2.078,1.798,Not Available,Not Available,0.07862,Not Available,167517454336,11.662,Not Available,Not Available,84.291,DE,
66.55551,40.492603,23.767717,Not Available,Not Available,48.38,0.42622003,158.421,1636125056,0.353,1.612,0.10486,0.52463,0.07771,5.1434846,1.245,0.802,Not Available,Not Available,0.068169996,Not Available,97561100288,35.961,Not Available,Not Available,78.939,MELI,
18.87261,18.108812,0.07455194,0.008,Not Available,1.64,0.18731001,Not Available,Not Available,0.274,0.829,0.37491,Not Available,0.28909,0.06378416,Not Available,Not Available,Not Available,Not Available,0.02158,Not Available,919137615872,Not Available,Not Available,Not Available,397.441,IBN,
15.500672,14.011637,Not Available,0.0076,Not Available,24.55,11.954511,5711.069,4146749952,0.079,1.689,0.13781999,0.4058,0.085159995,1.2570438,1.118,0.866,Not Available,Not Available,0.115109995,Not Available,133355741184,9.701,Not Available,Not Available,-8.573,HCA,
1023.4444,12.335049,6.2123156,0.033299997,Not Available,7.43,0.00561,126.415,9078375424,0.07,0.192,0.41962,0.77805,0.00445,4.0564656,1.26,0.962,Not Available,Not Available,0.119619995,Not Available,131909607424,9.457,Not Available,Not Available,14.827,GILD,
24.75,16.679478,1.1597174,0.0111,Not Available,2.08,0.052849997,Not Available,Not Available,0.067,0.995,0.24806,Not Available,0.09573,2.1505518,Not Available,Not Available,Not Available,Not Available,0.0028,Not Available,139461033984,Not Available,Not Available,Not Available,27.317,UBS,
30.670454,10.254774,2.1504834,0.016900001,Not Available,31.32,0.07606,80.15,-3041999872,0.28,0.511,0.027449999,0.10114,0.01323,0.39211914,0.863,0.606,Not Available,Not Available,0.027999999,Not Available,119710793728,13.993,Not Available,Not Available,150.608,CI,
Not Available,8.2807,6.92062,0.041100003,Not Available,7.03,-0.3133,299.052,17518125056,0.084,0.441,0.18475,0.75874,-0.15301,2.5012865,1.24,1.016,Not Available,Not Available,0.060739998,Not Available,161866792960,8.447,Not Available,Not Available,8.453,BMY,
40.704636,20.726963,4.330814,Not Available,Not Available,10.19,0.10618,89.406,4483125248,0.07,0.919,0.30719,0.61057997,0.15222,5.961464,1.066,0.215,Not Available,Not Available,0.043169998,Not Available,146100092928,16.667,Not Available,Not Available,48.686,FI,
23.248226,19.095608,3.1473835,0.028499998,Not Available,3.43,0.13552,73.232,4272000000,0.019,0.561,0.11147001,0.38771,0.10556,2.425,0.626,0.295,Not Available,Not Available,0.05356,Not Available,107199823872,14.459,Not Available,Not Available,20.83,MDLZ,
29.519451,19.547493,24.24721,0.0105,Not Available,32.82,0.90577006,191.76,2268658176,0.185,1.29,0.39413,0.59748,0.28921,8.411486,2.132,1.387,Not Available,Not Available,0.16156,Not Available,88411242496,20.807,Not Available,Not Available,26.601,KLAC,
24.203884,17.693317,11.406131,0.0125,Not Available,4.27,0.49116,58.827,3978129408,0.197,1.486,0.30331,0.47695,0.2602,6.172131,2.525,1.685,Not Available,Not Available,0.14961,Not Available,93937983488,19.092,Not Available,Not Available,6.557,LRCX,
20.228437,20.126726,2.8555446,0.032899998,Not Available,4.32,0.12713,176.35,498750016,0.042,0.509,0.35139,0.49966,0.17867,3.5978172,0.908,0.447,Not Available,Not Available,0.0348,Not Available,163565273088,12.523,Not Available,Not Available,30.39,SO,
141.68571,7.727441,2.4371545,0.0046,Not Available,12.87,0.01743,31.194,363500000,0.933,1.179,0.19703,0.22353001,0.03098,4.37915,2.635,1.592,Not Available,Not Available,0.01165,Not Available,116757569536,13.054,Not Available,Not Available,40.695,MU,
Not Available,199.28445,Not Available,Not Available,Not Available,0.47,Not Available,Not Available,-4186625024,-0.015,1.572,-0.31418,0.03618,-0.10880999,1.4090043,1.125,0.238,Not Available,Not Available,-0.02665,Not Available,133720580096,-33.506,Not Available,Not Available,-38.123,BA,
5.4648438,4.4521246,0.45804277,0.1379,Not Available,2.97,0.21757999,81.548,111708872704,0.038,0.914,0.39625,0.51795,0.1681,0.17293298,0.935,0.643,Not Available,Not Available,0.109230004,Not Available,423710392320,1.895,Not Available,Not Available,30.543,PBR,
38.729813,30.364971,23.42237,0.0074,Not Available,12.78,0.64452004,291.114,1918649984,0.007,1.175,0.18434,0.48455003,0.11094,4.243816,0.828,0.453,Not Available,Not Available,0.10068,Not Available,108915671040,24.755,Not Available,Not Available,16.585,SHW,
110.181816,73.60821,13.925699,Not Available,Not Available,1.85,0.15031,11.277,861124992,0.261,2.365,0.15772,0.50925,0.16841,17.231241,7.102,5.62,Not Available,Not Available,0.06652,Not Available,144953589760,115.87,Not Available,Not Available,7.833,SHOP,
37.16627,23.197752,3.2979934,0.0116,Not Available,6.74,0.09408,78.899,2806249984,0.173,1.092,0.4768,1.0,0.26525998,9.811234,1.002,0.027,Not Available,Not Available,0.01983,Not Available,110282661888,19.842,Not Available,Not Available,47.444,ICE,
19.870735,17.458597,1.7742013,0.0376,Not Available,6.34,0.088369995,169.205,-2398249984,0.02,0.457,0.26147,0.49901,0.14534001,2.8737962,0.697,0.29,Not Available,Not Available,0.026619999,Not Available,172722012160,12.245,Not Available,Not Available,62.383,DUK,
Not Available,25.540558,1.0835967,0.0224,Not Available,0.97,-0.15597,47.906,-9374624768,-0.062,1.026,-0.0104600005,0.40069,-0.29423,1.9900528,1.312,0.833,Not Available,Not Available,-0.00263,Not Available,138961960960,13.312,Not Available,Not Available,23.099,INTC,
44.107044,36.28529,22.373878,0.0070999996,Not Available,13.32,0.54016,197.861,1952999936,0.232,1.289,0.42029998,0.72897005,0.29046,12.669614,1.667,1.538,Not Available,Not Available,0.120950006,Not Available,91882610688,27.726,Not Available,Not Available,21.547,MCO,
29.05,7.204789,7.313696,0.0672,Not Available,3.77,0.0392,85.668,16305125376,-0.113,0.506,0.07842,0.26790002,0.01398,0.39308703,1.216,0.806,Not Available,Not Available,0.03006,Not Available,515146940416,16.254,Not Available,Not Available,3.972,BP,
9.356419,10.401195,Not Available,0.0738,Not Available,5.35,Not Available,Not Available,4325499904,0.013,0.67,0.59843,0.69757,0.50511,4.610329,0.438,0.274,Not Available,Not Available,0.21103,Not Available,116946419712,9.573,Not Available,Not Available,-2.044,MO,
32.88701,27.230839,15.066,0.0098,Not Available,6.34,0.47303,129.442,1872249984,0.11,0.896,0.38526002,0.70094,0.26552,8.608713,3.691,1.836,Not Available,Not Available,0.14664,Not Available,84929257472,22.564,Not Available,Not Available,11.591,ZTS,
20.421803,14.15488,1.591505,0.0619,Not Available,2.14,0.0959,138.964,3816124928,0.512,0.91,0.152,0.48643002,0.13725,1.9410999,0.624,0.397,Not Available,Not Available,0.03134,Not Available,196030365696,13.443,Not Available,Not Available,27.075,ENB,
Not Available,7.4136596,1.5048977,0.0848,Not Available,4.7,-0.21503,74.143,8375374848,-0.082,0.286,0.34537998,0.81625,-0.52838004,2.994962,0.88,0.575,Not Available,Not Available,0.05164,Not Available,112851656704,8.859,Not Available,Not Available,23.583,BTI,
26.278734,23.677233,171.89848,0.022,Not Available,3.86,4.87923,1009.091,2979875072,0.024,0.415,0.21000999,0.6042,0.14264,3.7160873,1.043,0.576,Not Available,Not Available,0.16329001,Not Available,81748189184,16.704,Not Available,Not Available,0.532,CL,
22.271135,18.174643,3.4944196,0.018099999,Not Available,16.08,0.16952999,48.609,2150625024,0.104,0.614,0.10205,0.15641,0.07903,1.7462199,1.316,0.722,Not Available,Not Available,0.05114,Not Available,95275884544,17.634,Not Available,Not Available,83.682,GD,
33.90214,27.277435,11.152918,0.013300001,Not Available,8.07,0.35025,208.894,1359874944,0.079,0.747,0.20093,0.39328,0.12349,4.1609797,0.891,0.782,Not Available,Not Available,0.0795,Not Available,106612178944,16.708,Not Available,Not Available,19.88,WM,
37.5912,32.45031,12.166123,0.0081,Not Available,12.65,0.35146,69.203,2474449920,0.114,1.221,0.18761998,0.35284,0.12729,4.759925,1.222,0.873,Not Available,Not Available,0.10542,Not Available,96749404160,26.211,Not Available,Not Available,33.71,TT,
81.05776,69.077705,6.3775153,0.0189,Not Available,13.38,0.08267,140.964,2946253568,0.189,0.701,0.15682,0.48073003,0.12571,10.314596,1.054,0.913,Not Available,Not Available,0.025559999,Not Available,103386333184,30.835,Not Available,Not Available,140.826,EQIX,
54.810608,46.42185,21.765945,0.0069999998,Not Available,4.68,0.40462002,70.573,1597249152,0.068,1.313,0.22427,0.4917,0.16795,8.972652,1.533,0.703,Not Available,Not Available,0.14961,Not Available,92922298368,37.922,Not Available,Not Available,9.972,CTAS,
27.996311,15.14326,1.6040847,0.0072000003,Not Available,3.6,0.08088,48.611,2288624896,0.063,0.789,0.37418997,0.53634,0.24502,4.9221716,0.53,0.415,Not Available,Not Available,0.04397,Not Available,93322207232,12.263,Not Available,Not Available,47.298,CP,
295.9,125.299065,29.858728,Not Available,Not Available,0.47,0.12409,5.552,784283520,0.3,2.697,0.15594,0.81101996,0.18009001,50.943314,5.673,5.546,Not Available,Not Available,0.045819998,Not Available,134059352064,337.081,Not Available,Not Available,1.982,PLTR,
24.711395,14.252332,Not Available,0.013200001,Not Available,9.4,Not Available,Not Available,3218125056,0.091,0.954,0.06673,0.22544001,0.04325,1.0275518,0.722,0.404,Not Available,Not Available,0.04377,Not Available,115317817344,13.215,Not Available,Not Available,-4.105,DELL,
9.18389,9.153398,1.7747431,0.0718,Not Available,6.82,0.19718,25.014,6896249856,0.005,0.617,0.28796,0.31143,0.19840999,1.8252256,1.697,1.155,Not Available,Not Available,0.09228,Not Available,104753070080,5.332,Not Available,Not Available,34.05,RIO,
55.47222,45.57141,22.607546,Not Available,Not Available,1.31,0.45673,124.061,878918528,0.13,1.266,0.17483999,0.40776002,0.13512999,7.431387,1.619,1.486,Not Available,Not Available,0.14012,Not Available,83939098624,37.58,Not Available,Not Available,2.65,CMG,
23.493164,21.554901,2.8470576,0.0202,Not Available,10.37,0.12297,13.621,2513037568,0.185,0.559,0.64745003,1.0,0.57434,13.342183,1.023,0.03,Not Available,Not Available,0.01837,Not Available,83621830656,19.863,Not Available,Not Available,78.474,CME,
85.61783,70.37696,2.7403011,0.0199,Not Available,1.82,0.03417,52.153,2384883712,0.288,1.194,0.17371,0.41120997,0.121190004,11.078216,2.722,2.224,Not Available,Not Available,0.01853,Not Available,97397383168,33.234,Not Available,Not Available,49.053,WELL,
33.415825,40.795303,6.242753,0.0128,Not Available,4.02,0.19379999,26.548,1387500032,0.082,0.394,0.23724002,0.39139998,0.32119,10.385311,0.943,0.785,Not Available,Not Available,0.0631,Not Available,77128441856,37.332,Not Available,Not Available,26.389,TRI,
26.180157,20.567278,9.026828,0.0277,Not Available,4.81,0.36191002,77.674,2719187456,0.17,1.188,0.49483,0.57113,0.27666,7.241426,2.77,2.133,Not Available,Not Available,0.18075001,Not Available,83900760064,14.087,Not Available,Not Available,11.108,SCCO,
49.63739,29.257492,Not Available,Not Available,Not Available,43.48,Not Available,Not Available,5857249792,0.18,1.423,0.43275002,0.58841,0.21587,9.006142,1.582,1.254,Not Available,Not Available,0.098120004,Not Available,95304097792,24.512,Not Available,Not Available,-111.889,TDG,
5.9493666,5.887584,0.7487653,0.0468,Not Available,0.79,0.12866999,Not Available,Not Available,0.047,1.32,0.41599998,Not Available,0.25616,1.5140904,Not Available,Not Available,Not Available,Not Available,0.0073900004,Not Available,43345600512,Not Available,Not Available,Not Available,6.277,SAN,
31.453112,23.648354,6.9655733,0.0092,Not Available,29.44,0.24641001,78.976,2474309632,0.012,1.432,0.201,0.36105,0.14468999,4.4930687,0.959,0.472,Not Available,Not Available,0.08545,Not Available,100763131904,20.306,Not Available,Not Available,100.154,PH,
56.46859,36.79486,10.925339,Not Available,Not Available,14.87,0.21819,8.7,-144225504,0.127,1.076,0.23608999,0.80497,0.23111999,12.99127,2.023,1.378,Not Available,Not Available,0.0862,Not Available,84425973760,51.093,Not Available,Not Available,50.187,SNPS,
30.809114,17.845589,4.9468575,0.015800001,Not Available,28.06,0.15484,122.722,2600624896,0.023,0.346,0.12885,0.16871999,0.05795,1.7786272,1.094,0.905,Not Available,Not Available,0.04161,Not Available,90595770368,20.322,Not Available,Not Available,101.143,NOC,
41.695404,33.54076,9.251467,0.0091,Not Available,2.16,0.25293,57.565,1660737536,0.262,1.238,0.21865,0.33568,0.15403,6.145626,1.992,1.208,Not Available,Not Available,0.1076,Not Available,91177082880,25.424,Not Available,Not Available,7.842,APH,
32.22003,21.60835,13.048438,0.0069999998,Not Available,17.39,0.82182,274.699,3086500096,0.26,0.909,0.19162,0.46858,0.16320999,5.4527254,1.07,0.238,Not Available,Not Available,0.05684,Not Available,100809744384,23.471,Not Available,Not Available,28.841,AON,
101.40351,13.927711,2.1142733,0.0056,Not Available,5.87,0.02106,147.727,-4060250112,-0.008,1.753,0.19703,0.21896,0.011,0.89588374,1.496,0.88,Not Available,Not Available,0.02306,Not Available,449484193792,16.465,Not Available,Not Available,27.338,BN,
18.160067,13.277913,3.5563097,0.0219,Not Available,5.93,0.27552998,108.238,2601499904,0.031,0.648,0.39635,0.55085,0.31656998,4.048954,0.645,0.321,Not Available,Not Available,0.08181,Not Available,90830028800,10.274,Not Available,Not Available,30.945,CNI,
23.365368,25.07708,23.501698,0.022,Not Available,10.7,1.08036,246.05,2560000000,-0.016,1.109,0.26752,0.4389,0.21663,4.9967155,1.362,0.902,Not Available,Not Available,0.17029,Not Available,88005091328,18.918,Not Available,Not Available,11.483,ITW,
46.72222,30.65581,10.114251,Not Available,Not Available,4.5,0.20873,26.614,3363000064,0.099,1.156,0.40862998,0.83072,0.16956,7.755471,1.616,1.008,Not Available,Not Available,0.046630003,Not Available,73950683136,44.202,Not Available,Not Available,13.304,ABNB,
79.74737,44.112297,18.212633,Not Available,Not Available,6.85,0.27072,61.911,939971904,0.188,1.02,0.309,0.87789,0.23868,19.089218,2.448,2.122,Not Available,Not Available,0.10872,Not Available,83937280000,57.868,Not Available,Not Available,16.639,CDNS,
7.2446485,7.7869234,1.4741756,0.0596,Not Available,2.87,0.20268999,66.68,15790550016,-0.02,0.267,0.26629,0.41075,0.08981,0.6199995,1.492,1.219,Not Available,Not Available,0.13693,Not Available,61484199936,1.585,Not Available,Not Available,16.07,EQNR,
13.768991,16.678179,15.523229,0.021300001,Not Available,7.9,1.1329399,295.441,3131124992,0.004,1.001,0.21433,0.45067,0.13451,2.2077348,1.431,0.95,Not Available,Not Available,0.09032,Not Available,78207229952,9.635,Not Available,Not Available,8.524,MMM,
54.015316,33.54455,62.13971,0.007900001,Not Available,14.69,1.82528,490.007,1971124992,0.092,0.979,0.27097,0.50905997,0.1466,7.743561,1.245,0.982,Not Available,Not Available,0.13376,Not Available,88190803968,27.979,Not Available,Not Available,7.945,MSI,
17.344429,16.535276,26.527224,0.0347,Not Available,7.18,0.35039002,186.255,1564249984,-0.014,0.391,0.27281,0.60541,0.19093001,3.3279855,1.533,0.499,Not Available,Not Available,0.08298001,Not Available,287676071936,44.278,Not Available,Not Available,4.518,DEO,
13.982233,8.242157,0.92473227,0.049000002,Not Available,6.48,0.06697,110.116,1957624960,0.06,0.543,0.0159,0.13809,0.013660001,0.18877213,0.796,0.542,Not Available,Not Available,0.02365,Not Available,141479788544,10.023,Not Available,Not Available,59.574,CVS,
20.523924,17.50995,4.2779493,Not Available,Not Available,4.89,0.22188,65.718,3762625024,0.058,1.436,0.18185,0.40096,0.14076,2.734142,1.247,0.261,Not Available,Not Available,0.04343,Not Available,88870666240,14.519,Not Available,Not Available,20.054,PYPL,
34.776688,33.031578,10.555461,0.0091,Not Available,7.5,0.25164,103.915,2079887488,0.178,1.141,0.14715,0.43179,0.13045,4.4730797,1.299,0.911,Not Available,Not Available,0.07416,Not Available,77096198144,21.787,Not Available,Not Available,23.458,ECL,
17.579037,13.874962,1.6695032,0.0306,Not Available,15.01,0.099020004,Not Available,Not Available,0.017,1.121,0.35884,Not Available,0.25107,4.0282655,Not Available,Not Available,Not Available,Not Available,0.00928,Not Available,149977776128,Not Available,Not Available,Not Available,124.564,PNC,
